n,x,y,f,obj,rel,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
22234,150,33,1,2975,0.741,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1
22235,150,34,1,3075,0.766,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1
22236,150,35,1,2845,0.709,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1
22237,150,36,1,2945,0.733,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1
22238,150,37,1,3065,0.763,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1
22239,150,38,1,3165,0.788,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1
22240,150,39,1,2455,0.611,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1
22241,150,40,1,2555,0.636,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1
22242,150,41,1,2675,0.666,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1
22243,150,42,1,2775,0.691,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1
22244,150,43,1,2545,0.634,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1
22245,150,44,1,2645,0.659,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1
22246,150,45,1,2765,0.689,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1
22247,150,46,1,2865,0.714,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1
22248,150,47,1,2855,0.711,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1
22249,150,48,1,2955,0.736,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1
22250,150,49,1,3075,0.766,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1
22251,150,50,0,3175,0.791,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1
22252,150,51,1,2945,0.733,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1
22253,150,52,1,3045,0.758,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1
22254,150,53,0,3165,0.788,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1
22255,150,54,0,3265,0.813,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1
22256,150,55,1,2755,0.686,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1
22257,150,56,1,2855,0.711,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1
22258,150,57,1,2975,0.741,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1
22259,150,58,0,3075,0.766,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1
22260,150,59,1,2845,0.709,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1
22261,150,60,1,2945,0.733,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1
22262,150,61,0,3065,0.763,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1
22263,150,62,0,3165,0.788,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1
22264,150,63,0,3155,0.786,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1
22265,150,64,0,3255,0.811,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1
22266,150,65,0,3375,0.841,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1
22267,150,66,0,3475,0.866,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1
22268,150,67,0,3245,0.808,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1
22269,150,68,0,3345,0.833,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1
22270,150,69,0,3465,0.863,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1
22271,150,70,0,3565,0.888,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1
22272,150,71,1,1890,0.471,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1
22273,150,72,1,1990,0.496,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1
22274,150,73,1,2110,0.526,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1
22275,150,74,1,2210,0.550,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1
22276,150,75,1,1980,0.493,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1
22277,150,76,1,2080,0.518,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1
22278,150,77,1,2200,0.548,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1
22279,150,78,1,2300,0.573,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1
22280,150,79,1,2290,0.570,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1
22281,150,80,1,2390,0.595,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1
22282,150,81,1,2510,0.625,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1
22283,150,82,1,2610,0.650,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1
22284,150,83,1,2380,0.593,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1
22285,150,84,1,2480,0.618,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1
22286,150,85,1,2600,0.648,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1
22287,150,86,1,2700,0.672,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1
22288,150,87,1,2190,0.545,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1
22289,150,88,1,2290,0.570,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1
22290,150,89,1,2410,0.600,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1
22291,150,90,1,2510,0.625,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1
22292,150,91,1,2280,0.568,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1
22293,150,92,1,2380,0.593,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1
22294,150,93,1,2500,0.623,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1
22295,150,94,1,2600,0.648,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1
22296,150,95,1,2590,0.645,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1
22297,150,96,1,2690,0.670,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1
22298,150,97,1,2810,0.700,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1
22299,150,98,1,2910,0.725,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1
22300,150,99,1,2680,0.667,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1
22301,150,100,1,2780,0.692,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1
22302,150,101,1,2900,0.722,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1
22303,150,102,1,3000,0.747,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1
22304,150,103,1,2290,0.570,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1
22305,150,104,1,2390,0.595,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1
22306,150,105,1,2510,0.625,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1
22307,150,106,1,2610,0.650,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1
22308,150,107,1,2380,0.593,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1
22309,150,108,1,2480,0.618,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1
22310,150,109,1,2600,0.648,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1
22311,150,110,1,2700,0.672,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1
22312,150,111,1,2690,0.670,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1
22313,150,112,1,2790,0.695,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1
22314,150,113,1,2910,0.725,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1
22315,150,114,0,3010,0.750,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1
22316,150,115,1,2780,0.692,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1
22317,150,116,0,2880,0.717,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1
22318,150,117,0,3000,0.747,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1
22319,150,118,0,3100,0.772,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1
22320,150,119,1,2590,0.645,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1
22321,150,120,1,2690,0.670,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1
22322,150,121,1,2810,0.700,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1
22323,150,122,0,2910,0.725,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1
22324,150,123,1,2680,0.667,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1
22325,150,124,0,2780,0.692,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1
22326,150,125,0,2900,0.722,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1
22327,150,126,0,3000,0.747,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1
22328,150,127,0,2990,0.745,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1
22329,150,128,0,3090,0.770,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1
22330,150,129,0,3210,0.800,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1
22331,150,130,0,3310,0.824,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1
22332,150,131,0,3080,0.767,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1
22333,150,132,0,3180,0.792,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1
22334,150,133,0,3300,0.822,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1
22335,150,134,0,3400,0.847,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
22336,150,135,1,2095,0.522,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1
22337,150,136,1,2195,0.547,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1
22338,150,137,1,2315,0.577,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1
22339,150,138,1,2415,0.601,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1
22340,150,139,1,2185,0.544,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1
22341,150,140,1,2285,0.569,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1
22342,150,141,1,2405,0.599,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1
22343,150,142,1,2505,0.624,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1
22344,150,143,1,2495,0.621,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1
22345,150,144,1,2595,0.646,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1
22346,150,145,1,2715,0.676,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1
22347,150,146,1,2815,0.701,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1
22348,150,147,1,2585,0.644,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1
22349,150,148,1,2685,0.669,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1
22350,150,149,1,2805,0.699,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1
22351,150,150,1,2905,0.724,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1
22352,149,150,1,2395,0.597,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1
22353,148,150,1,2495,0.621,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1
22354,147,150,1,2615,0.651,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1
22355,146,150,1,2715,0.676,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1
22356,145,150,1,2485,0.619,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1
22357,144,150,1,2585,0.644,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1
22358,143,150,1,2705,0.674,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1
22359,142,150,1,2805,0.699,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1
22360,141,150,1,2795,0.696,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1
22361,140,150,1,2895,0.721,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1
22362,139,150,1,3015,0.751,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1
22363,138,150,0,3115,0.776,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1
22364,137,150,1,2885,0.719,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1
22365,136,150,1,2985,0.743,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1
22366,135,150,0,3105,0.773,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1
22367,134,150,0,3205,0.798,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1
22368,133,150,1,2495,0.621,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1
22369,132,150,1,2595,0.646,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1
22370,131,150,1,2715,0.676,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1
22371,130,150,1,2815,0.701,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1
22372,129,150,1,2585,0.644,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1
22373,128,150,1,2685,0.669,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1
22374,127,150,1,2805,0.699,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1
22375,126,150,1,2905,0.724,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1
22376,125,150,0,2895,0.721,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1
22377,124,150,0,2995,0.746,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1
22378,123,150,0,3115,0.776,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1
22379,122,150,0,3215,0.801,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1
22380,121,150,0,2985,0.743,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1
22381,120,150,0,3085,0.768,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1
22382,119,150,0,3205,0.798,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1
22383,118,150,0,3305,0.823,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1
22384,117,150,0,2795,0.696,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1
22385,116,150,0,2895,0.721,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1
22386,115,150,0,3015,0.751,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1
22387,114,150,0,3115,0.776,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1
22388,113,150,0,2885,0.719,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1
22389,112,150,0,2985,0.743,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1
22390,111,150,0,3105,0.773,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1
22391,110,150,0,3205,0.798,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1
22392,109,150,0,3195,0.796,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1
22393,108,150,0,3295,0.821,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1
22394,107,150,0,3415,0.851,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1
22395,106,150,0,3515,0.875,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1
22396,105,150,0,3285,0.818,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1
22397,104,150,0,3385,0.843,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1
22398,103,150,0,3505,0.873,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1
22399,102,150,0,3605,0.898,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1
22400,101,150,1,2010,0.501,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1
22401,100,150,1,2110,0.526,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1
22402,99,150,1,2230,0.555,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1
22403,98,150,1,2330,0.580,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
22404,97,150,1,2100,0.523,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1
22405,96,150,1,2200,0.548,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1
22406,95,150,1,2320,0.578,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1
22407,94,150,1,2420,0.603,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1
22408,93,150,1,2410,0.600,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1
22409,92,150,1,2510,0.625,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1
22410,91,150,1,2630,0.655,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1
22411,90,150,1,2730,0.680,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1
22412,89,150,1,2500,0.623,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1
22413,88,150,1,2600,0.648,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1
22414,87,150,1,2720,0.677,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1
22415,86,150,1,2820,0.702,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1
22416,85,150,1,2310,0.575,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1
22417,84,150,1,2410,0.600,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1
22418,83,150,1,2530,0.630,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1
22419,82,150,1,2630,0.655,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1
22420,81,150,1,2400,0.598,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1
22421,80,150,1,2500,0.623,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1
22422,79,150,1,2620,0.653,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1
22423,78,150,1,2720,0.677,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1
22424,77,150,1,2710,0.675,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1
22425,76,150,1,2810,0.700,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1
22426,75,150,1,2930,0.730,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1
22427,74,150,1,3030,0.755,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1
22428,73,150,1,2800,0.697,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1
22429,72,150,1,2900,0.722,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1
22430,71,150,1,3020,0.752,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1
22431,70,150,1,3120,0.777,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1
22432,69,150,1,2410,0.600,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1
22433,68,150,1,2510,0.625,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1
22434,67,150,1,2630,0.655,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1
22435,66,150,1,2730,0.680,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1
22436,65,150,1,2500,0.623,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1
22437,64,150,1,2600,0.648,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1
22438,63,150,1,2720,0.677,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1
22439,62,150,1,2820,0.702,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1
22440,61,150,1,2810,0.700,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1
22441,60,150,1,2910,0.725,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1
22442,59,150,0,3030,0.755,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1
22443,58,150,0,3130,0.780,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1
22444,57,150,0,2900,0.722,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1
22445,56,150,0,3000,0.747,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1
22446,55,150,0,3120,0.777,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1
22447,54,150,0,3220,0.802,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1
22448,53,150,1,2710,0.675,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
22449,52,150,1,2810,0.700,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1
22450,51,150,0,2930,0.730,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1
22451,50,150,0,3030,0.755,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1
22452,49,150,0,2800,0.697,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1
22453,48,150,0,2900,0.722,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1
22454,47,150,0,3020,0.752,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1
22455,46,150,0,3120,0.777,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1
22456,45,150,0,3110,0.775,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1
22457,44,150,0,3210,0.800,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1
22458,43,150,0,3330,0.829,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1
22459,42,150,0,3430,0.854,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1
22460,41,150,0,3200,0.797,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1
22461,40,150,0,3300,0.822,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1
22462,39,150,0,3420,0.852,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1
22463,38,150,0,3520,0.877,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1
22464,37,150,1,2215,0.552,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
22465,36,150,1,2315,0.577,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
22466,35,150,1,2435,0.606,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1
22467,34,150,1,2535,0.631,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1
22468,33,150,1,2305,0.574,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1
22469,32,150,1,2405,0.599,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1
22470,31,150,1,2525,0.629,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1
22471,30,150,1,2625,0.654,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1
22472,29,150,1,2615,0.651,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1
22473,28,150,1,2715,0.676,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1
22474,27,150,1,2835,0.706,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1
22475,26,150,1,2935,0.731,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1
22476,25,150,1,2705,0.674,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1
22477,24,150,1,2805,0.699,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1
22478,23,150,1,2925,0.729,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1
22479,22,150,1,3025,0.753,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1
22480,21,150,1,2515,0.626,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1
22481,20,150,1,2615,0.651,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1
22482,19,150,1,2735,0.681,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1
22483,18,150,1,2835,0.706,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1
22484,17,150,1,2605,0.649,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1
22485,16,150,1,2705,0.674,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1
22486,15,150,1,2825,0.704,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1
22487,14,150,1,2925,0.729,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1
22488,13,150,1,2915,0.726,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1
22489,12,150,1,3015,0.751,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1
22490,11,150,0,3135,0.781,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1
22491,10,150,0,3235,0.806,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1
22492,9,150,0,3005,0.748,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1
22493,8,150,0,3105,0.773,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1
22494,7,150,0,3225,0.803,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1
22495,6,150,0,3325,0.828,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
22496,5,150,1,2615,0.651,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1
22497,4,150,1,2715,0.676,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1
22498,3,150,1,2835,0.706,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1
22499,2,150,1,2935,0.731,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1
22500,1,150,1,2705,0.674,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1
22501,1,151,1,2805,0.699,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1
22502,2,151,1,2925,0.729,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1
22503,3,151,1,3025,0.753,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1
22504,4,151,0,3015,0.751,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1
22505,5,151,0,3115,0.776,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1
22506,6,151,0,3235,0.806,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1
22507,7,151,0,3335,0.831,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1
22508,8,151,0,3105,0.773,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1
22509,9,151,0,3205,0.798,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1
22510,10,151,0,3325,0.828,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1
22511,11,151,0,3425,0.853,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
22512,12,151,0,2915,0.726,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1
22513,13,151,0,3015,0.751,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1
22514,14,151,0,3135,0.781,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1
22515,15,151,0,3235,0.806,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1
22516,16,151,0,3005,0.748,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1
22517,17,151,0,3105,0.773,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1
22518,18,151,0,3225,0.803,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1
22519,19,151,0,3325,0.828,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
22520,20,151,0,3315,0.826,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1
22521,21,151,0,3415,0.851,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1
22522,22,151,0,3535,0.880,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1
22523,23,151,0,3635,0.905,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1
22524,24,151,0,3405,0.848,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1
22525,25,151,0,3505,0.873,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
22526,26,151,0,3625,0.903,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1
22527,27,151,0,3725,0.928,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
22528,28,151,1,890,0.222,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
22529,29,151,1,990,0.247,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
22530,30,151,1,1110,0.276,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
22531,31,151,1,1210,0.301,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
22532,32,151,1,980,0.244,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
22533,33,151,1,1080,0.269,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1
22534,34,151,1,1200,0.299,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
22535,35,151,1,1300,0.324,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
22536,36,151,1,1290,0.321,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
