n,f,obj,rel,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
19198,1,3105,0.773,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1
19199,1,3205,0.798,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1
19200,1,1530,0.381,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
19201,1,1630,0.406,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
19202,1,1750,0.436,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1
19203,1,1850,0.461,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1
19204,1,1620,0.403,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
19205,1,1720,0.428,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1
19206,1,1840,0.458,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1
19207,1,1940,0.483,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1
19208,1,1930,0.481,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
19209,1,2030,0.506,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1
19210,1,2150,0.535,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1
19211,1,2250,0.560,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1
19212,1,2020,0.503,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1
19213,1,2120,0.528,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1
19214,1,2240,0.558,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1
19215,1,2340,0.583,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1
19216,1,1830,0.456,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
19217,1,1930,0.481,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1
19218,1,2050,0.511,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1
19219,1,2150,0.535,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1
19220,1,1920,0.478,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1
19221,1,2020,0.503,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1
19222,1,2140,0.533,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1
19223,1,2240,0.558,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1
19224,1,2230,0.555,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1
19225,1,2330,0.580,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1
19226,1,2450,0.610,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1
19227,1,2550,0.635,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1
19228,1,2320,0.578,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1
19229,1,2420,0.603,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1
19230,1,2540,0.633,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1
19231,1,2640,0.658,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1
19232,1,1930,0.481,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
19233,1,2030,0.506,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1
19234,1,2150,0.535,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1
19235,1,2250,0.560,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1
19236,1,2020,0.503,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1
19237,1,2120,0.528,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1
19238,1,2240,0.558,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1
19239,1,2340,0.583,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1
19240,1,2330,0.580,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1
19241,1,2430,0.605,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1
19242,1,2550,0.635,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1
19243,1,2650,0.660,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1
19244,1,2420,0.603,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1
19245,1,2520,0.628,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1
19246,1,2640,0.658,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1
19247,1,2740,0.682,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1
19248,1,2230,0.555,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1
19249,1,2330,0.580,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1
19250,1,2450,0.610,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1
19251,1,2550,0.635,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1
19252,1,2320,0.578,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1
19253,1,2420,0.603,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1
19254,1,2540,0.633,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1
19255,1,2640,0.658,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1
19256,1,2630,0.655,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1
19257,1,2730,0.680,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1
19258,1,2850,0.710,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1
19259,1,2950,0.735,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1
19260,1,2720,0.677,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1
19261,1,2820,0.702,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1
19262,1,2940,0.732,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1
19263,1,3040,0.757,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1
19264,1,1735,0.432,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1
19265,1,1835,0.457,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1
19266,1,1955,0.487,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1
19267,1,2055,0.512,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1
19268,1,1825,0.455,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1
19269,1,1925,0.479,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1
19270,1,2045,0.509,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1
19271,1,2145,0.534,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1
19272,1,2135,0.532,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1
19273,1,2235,0.557,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1
19274,1,2355,0.587,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1
19275,1,2455,0.611,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1
19276,1,2225,0.554,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1
19277,1,2325,0.579,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1
19278,1,2445,0.609,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1
19279,1,2545,0.634,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1
19280,1,2035,0.507,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1
19281,1,2135,0.532,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1
19282,1,2255,0.562,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1
19283,1,2355,0.587,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1
19284,1,2125,0.529,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1
19285,1,2225,0.554,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1
19286,1,2345,0.584,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1
19287,1,2445,0.609,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1
19288,1,2435,0.606,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1
19289,1,2535,0.631,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1
19290,1,2655,0.661,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1
19291,1,2755,0.686,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1
19292,1,2525,0.629,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1
19293,1,2625,0.654,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1
19294,1,2745,0.684,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1
19295,1,2845,0.709,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
19296,1,2135,0.532,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1
19297,1,2235,0.557,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1
19298,1,2355,0.587,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1
19299,1,2455,0.611,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1
19300,1,2225,0.554,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1
19301,1,2325,0.579,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1
19302,1,2445,0.609,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1
19303,1,2545,0.634,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1
19304,1,2535,0.631,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1
19305,1,2635,0.656,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1
19306,1,2755,0.686,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1
19307,1,2855,0.711,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1
19308,1,2625,0.654,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1
19309,1,2725,0.679,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1
19310,1,2845,0.709,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1
19311,1,2945,0.733,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1
19312,1,2435,0.606,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1
19313,1,2535,0.631,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1
19314,1,2655,0.661,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1
19315,1,2755,0.686,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1
19316,1,2525,0.629,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1
19317,1,2625,0.654,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1
19318,1,2745,0.684,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1
19319,1,2845,0.709,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1
19320,1,2835,0.706,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1
19321,1,2935,0.731,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1
19322,1,3055,0.761,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1
19323,1,3155,0.786,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1
19324,1,2925,0.729,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1
19325,1,3025,0.753,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1
19326,1,3145,0.783,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1
19327,1,3245,0.808,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1
19328,1,1650,0.411,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
19329,1,1750,0.436,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1
19330,1,1870,0.466,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1
19331,1,1970,0.491,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
19332,1,1740,0.433,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1
19333,1,1840,0.458,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1
19334,1,1960,0.488,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1
19335,1,2060,0.513,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1
19336,1,2050,0.511,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1
19337,1,2150,0.535,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1
19338,1,2270,0.565,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1
19339,1,2370,0.590,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1
19340,1,2140,0.533,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1
19341,1,2240,0.558,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1
19342,1,2360,0.588,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1
19343,1,2460,0.613,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1
19344,1,1950,0.486,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1
19345,1,2050,0.511,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1
19346,1,2170,0.540,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1
19347,1,2270,0.565,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1
19348,1,2040,0.508,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1
19349,1,2140,0.533,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1
19350,1,2260,0.563,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1
19351,1,2360,0.588,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1
19352,1,2350,0.585,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1
19353,1,2450,0.610,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1
19354,1,2570,0.640,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1
19355,1,2670,0.665,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1
19356,1,2440,0.608,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1
19357,1,2540,0.633,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1
19358,1,2660,0.663,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1
19359,1,2760,0.687,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1
19360,1,2050,0.511,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1
19361,1,2150,0.535,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1
19362,1,2270,0.565,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1
19363,1,2370,0.590,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1
19364,1,2140,0.533,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1
19365,1,2240,0.558,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1
19366,1,2360,0.588,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1
19367,1,2460,0.613,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1
19368,1,2450,0.610,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1
19369,1,2550,0.635,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1
19370,1,2670,0.665,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1
19371,1,2770,0.690,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1
19372,1,2540,0.633,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1
19373,1,2640,0.658,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1
19374,1,2760,0.687,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1
19375,1,2860,0.712,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1
19376,1,2350,0.585,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1
19377,1,2450,0.610,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1
19378,1,2570,0.640,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1
19379,1,2670,0.665,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1
19380,1,2440,0.608,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1
19381,1,2540,0.633,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1
19382,1,2660,0.663,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1
19383,1,2760,0.687,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1
19384,1,2750,0.685,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1
19385,1,2850,0.710,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1
19386,1,2970,0.740,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1
19387,1,3070,0.765,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1
19388,1,2840,0.707,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1
19389,1,2940,0.732,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1
19390,1,3060,0.762,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1
19391,1,3160,0.787,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1
19392,1,1855,0.462,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1
19393,1,1955,0.487,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1
19394,1,2075,0.517,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1
19395,1,2175,0.542,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1
19396,1,1945,0.484,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1
19397,1,2045,0.509,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1
19398,1,2165,0.539,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1
19399,1,2265,0.564,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1
19400,1,2255,0.562,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1
19401,1,2355,0.587,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1
19402,1,2475,0.616,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1
19403,1,2575,0.641,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1
19404,1,2345,0.584,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1
19405,1,2445,0.609,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1
19406,1,2565,0.639,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1
19407,1,2665,0.664,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1
19408,1,2155,0.537,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1
19409,1,2255,0.562,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1
19410,1,2375,0.592,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1
19411,1,2475,0.616,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1
19412,1,2245,0.559,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1
19413,1,2345,0.584,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1
19414,1,2465,0.614,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1
19415,1,2565,0.639,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1
19416,1,2555,0.636,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1
19417,1,2655,0.661,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1
19418,1,2775,0.691,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1
19419,1,2875,0.716,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1
19420,1,2645,0.659,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1
19421,1,2745,0.684,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1
19422,1,2865,0.714,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1
19423,1,2965,0.738,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1
19424,1,2255,0.562,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1
19425,1,2355,0.587,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1
19426,1,2475,0.616,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1
19427,1,2575,0.641,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1
19428,1,2345,0.584,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1
19429,1,2445,0.609,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1
19430,1,2565,0.639,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1
19431,1,2665,0.664,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1
19432,1,2655,0.661,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1
19433,1,2755,0.686,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1
19434,1,2875,0.716,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1
19435,1,2975,0.741,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1
19436,1,2745,0.684,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1
19437,1,2845,0.709,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1
19438,1,2965,0.738,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1
19439,1,3065,0.763,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1
19440,1,2555,0.636,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1
19441,1,2655,0.661,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1
19442,1,2775,0.691,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1
19443,1,2875,0.716,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1
19444,1,2645,0.659,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1
19445,1,2745,0.684,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1
19446,1,2865,0.714,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1
19447,1,2965,0.738,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1
19448,1,2955,0.736,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1
19449,1,3055,0.761,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1
19450,1,3175,0.791,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1
19451,1,3275,0.816,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1
19452,1,3045,0.758,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1
19453,1,3145,0.783,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1
19454,1,3265,0.813,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1
19455,0,3365,0.838,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
19456,1,1190,0.296,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
19457,1,1290,0.321,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
19458,1,1410,0.351,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
19459,1,1510,0.376,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
19460,1,1280,0.319,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
19461,1,1380,0.344,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
19462,1,1500,0.374,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
19463,1,1600,0.399,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1
19464,1,1590,0.396,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
19465,1,1690,0.421,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1
19466,1,1810,0.451,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1
19467,1,1910,0.476,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1
19468,1,1680,0.418,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
19469,1,1780,0.443,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1
19470,1,1900,0.473,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1
19471,1,2000,0.498,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1
19472,1,1490,0.371,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
19473,1,1590,0.396,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
19474,1,1710,0.426,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1
19475,1,1810,0.451,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1
19476,1,1580,0.394,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
19477,1,1680,0.418,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1
19478,1,1800,0.448,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1
19479,1,1900,0.473,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1
19480,1,1890,0.471,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1
19481,1,1990,0.496,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1
19482,1,2110,0.526,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1
19483,1,2210,0.550,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1
19484,1,1980,0.493,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1
19485,1,2080,0.518,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1
19486,1,2200,0.548,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1
19487,1,2300,0.573,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1
19488,1,1590,0.396,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
19489,1,1690,0.421,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1
19490,1,1810,0.451,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
19491,1,1910,0.476,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1
19492,1,1680,0.418,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
19493,1,1780,0.443,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1
19494,1,1900,0.473,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1
19495,1,2000,0.498,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1
19496,1,1990,0.496,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
19497,1,2090,0.521,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1
19498,1,2210,0.550,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1
19499,1,2310,0.575,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1
19500,1,2080,0.518,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1
19501,1,2180,0.543,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1
19502,1,2300,0.573,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1
19503,1,2400,0.598,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1
19504,1,1890,0.471,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
19505,1,1990,0.496,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1
19506,1,2110,0.526,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1
19507,1,2210,0.550,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1
19508,1,1980,0.493,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1
19509,1,2080,0.518,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1
19510,1,2200,0.548,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1
19511,1,2300,0.573,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1
19512,1,2290,0.570,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1
19513,1,2390,0.595,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1
19514,1,2510,0.625,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1
19515,1,2610,0.650,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1
19516,1,2380,0.593,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1
19517,1,2480,0.618,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1
19518,0,2600,0.648,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1
19519,0,2700,0.672,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1
19520,1,1395,0.347,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
19521,1,1495,0.372,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1
19522,1,1615,0.402,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
19523,1,1715,0.427,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1
19524,1,1485,0.370,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
19525,1,1585,0.395,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1
19526,1,1705,0.425,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1
19527,1,1805,0.450,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1
19528,1,1795,0.447,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
19529,1,1895,0.472,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1
