n,x,y,f,rel
18287,136,62,0,0.798
18288,136,63,1,0.671
18289,136,64,0,0.696
18290,136,65,0,0.726
18291,136,66,0,0.751
18292,136,67,0,0.694
18293,136,68,0,0.719
18294,136,69,0,0.748
18295,136,70,0,0.773
18296,136,71,0,0.771
18297,136,72,0,0.796
18298,136,73,0,0.826
18299,136,74,0,0.851
18300,136,75,0,0.793
18301,136,76,0,0.818
18302,136,77,0,0.848
18303,136,78,0,0.873
18304,136,79,1,0.476
18305,136,80,1,0.501
18306,136,81,1,0.531
18307,136,82,1,0.555
18308,136,83,1,0.498
18309,136,84,1,0.523
18310,136,85,1,0.553
18311,136,86,1,0.578
18312,136,87,1,0.575
18313,136,88,1,0.600
18314,136,89,1,0.630
18315,136,90,1,0.655
18316,136,91,1,0.598
18317,136,92,1,0.623
18318,136,93,1,0.653
18319,136,94,1,0.677
18320,136,95,1,0.550
18321,136,96,1,0.575
18322,136,97,1,0.605
18323,136,98,1,0.630
18324,136,99,1,0.573
18325,136,100,1,0.598
18326,136,101,1,0.628
18327,136,102,1,0.653
18328,136,103,1,0.650
18329,136,104,1,0.675
18330,136,105,1,0.705
18331,136,106,1,0.730
18332,136,107,1,0.672
18333,136,108,1,0.697
18334,136,109,1,0.727
18335,136,110,1,0.752
18336,136,111,1,0.575
18337,136,112,1,0.600
18338,136,113,1,0.630
18339,136,114,1,0.655
18340,136,115,1,0.598
18341,136,116,1,0.623
18342,136,117,1,0.653
18343,136,118,1,0.677
18344,136,119,1,0.675
18345,136,120,1,0.700
18346,136,121,1,0.730
18347,136,122,0,0.755
18348,136,123,1,0.697
18349,136,124,0,0.722
18350,136,125,0,0.752
18351,136,126,0,0.777
18352,136,127,1,0.650
18353,136,128,1,0.675
18354,136,129,1,0.705
18355,136,130,0,0.730
18356,136,131,1,0.672
18357,136,132,0,0.697
18358,136,133,0,0.727
18359,136,134,0,0.752
18360,136,135,0,0.750
18361,136,136,0,0.775
18362,135,136,0,0.804
18363,134,136,0,0.829
18364,133,136,0,0.772
18365,132,136,0,0.797
18366,131,136,0,0.827
18367,130,136,0,0.852
18368,129,136,1,0.527
18369,128,136,1,0.552
18370,127,136,1,0.582
18371,126,136,1,0.606
18372,125,136,1,0.549
18373,124,136,1,0.574
18374,123,136,1,0.604
18375,122,136,1,0.629
18376,121,136,1,0.626
18377,120,136,1,0.651
18378,119,136,1,0.681
18379,118,136,1,0.706
18380,117,136,1,0.649
18381,116,136,1,0.674
18382,115,136,1,0.704
18383,114,136,1,0.729
18384,113,136,1,0.601
18385,112,136,1,0.626
18386,111,136,1,0.656
18387,110,136,1,0.681
18388,109,136,1,0.624
18389,108,136,1,0.649
18390,107,136,1,0.679
18391,106,136,1,0.704
18392,105,136,1,0.701
18393,104,136,1,0.726
18394,103,136,1,0.756
18395,102,136,0,0.781
18396,101,136,1,0.724
18397,100,136,1,0.748
18398,99,136,0,0.778
18399,98,136,0,0.803
18400,97,136,1,0.626
18401,96,136,1,0.651
18402,95,136,1,0.681
18403,94,136,1,0.706
18404,93,136,1,0.649
18405,92,136,1,0.674
18406,91,136,1,0.704
18407,90,136,1,0.729
18408,89,136,0,0.726
18409,88,136,0,0.751
18410,87,136,0,0.781
18411,86,136,0,0.806
18412,85,136,0,0.748
18413,84,136,0,0.773
18414,83,136,0,0.803
18415,82,136,0,0.828
18416,81,136,0,0.701
18417,80,136,0,0.726
18418,79,136,0,0.756
18419,78,136,0,0.781
18420,77,136,0,0.724
18421,76,136,0,0.748
18422,75,136,0,0.778
18423,74,136,0,0.803
18424,73,136,0,0.801
18425,72,136,0,0.826
18426,71,136,0,0.856
18427,70,136,0,0.880
18428,69,136,0,0.823
18429,68,136,0,0.848
18430,67,136,0,0.878
18431,66,136,0,0.903
18432,65,136,1,0.197
18433,64,136,1,0.222
18434,63,136,1,0.252
18435,62,136,1,0.276
18436,61,136,1,0.219
18437,60,136,1,0.244
18438,59,136,1,0.274
18439,58,136,1,0.299
18440,57,136,1,0.296
18441,56,136,1,0.321
18442,55,136,1,0.351
18443,54,136,1,0.376
18444,53,136,1,0.319
18445,52,136,1,0.344
18446,51,136,1,0.374
18447,50,136,1,0.399
18448,49,136,1,0.271
18449,48,136,1,0.296
18450,47,136,1,0.326
18451,46,136,1,0.351
18452,45,136,1,0.294
18453,44,136,1,0.319
18454,43,136,1,0.349
18455,42,136,1,0.374
18456,41,136,1,0.371
18457,40,136,1,0.396
18458,39,136,1,0.426
18459,38,136,1,0.451
18460,37,136,1,0.394
18461,36,136,1,0.418
18462,35,136,1,0.448
18463,34,136,1,0.473
18464,33,136,1,0.296
18465,32,136,1,0.321
18466,31,136,1,0.351
18467,30,136,1,0.376
18468,29,136,1,0.319
18469,28,136,1,0.344
18470,27,136,1,0.374
18471,26,136,1,0.399
18472,25,136,1,0.396
18473,24,136,1,0.421
18474,23,136,1,0.451
18475,22,136,1,0.476
18476,21,136,1,0.418
18477,20,136,1,0.443
18478,19,136,1,0.473
18479,18,136,1,0.498
18480,17,136,1,0.371
18481,16,136,1,0.396
18482,15,136,1,0.426
18483,14,136,1,0.451
18484,13,136,1,0.394
18485,12,136,1,0.418
18486,11,136,1,0.448
18487,10,136,1,0.473
18488,9,136,1,0.471
18489,8,136,1,0.496
18490,7,136,1,0.526
18491,6,136,1,0.550
18492,5,136,1,0.493
18493,4,136,1,0.518
18494,3,136,1,0.548
18495,2,136,1,0.573
18496,1,136,1,0.248
18497,1,137,1,0.273
18498,2,137,1,0.303
18499,3,137,1,0.328
18500,4,137,1,0.270
18501,5,137,1,0.295
18502,6,137,1,0.325
18503,7,137,1,0.350
18504,8,137,1,0.347
18505,9,137,1,0.372
18506,10,137,1,0.402
18507,11,137,1,0.427
18508,12,137,1,0.370
18509,13,137,1,0.395
18510,14,137,1,0.425
18511,15,137,1,0.450
18512,16,137,1,0.323
18513,17,137,1,0.347
18514,18,137,1,0.377
18515,19,137,1,0.402
18516,20,137,1,0.345
18517,21,137,1,0.370
18518,22,137,1,0.400
18519,23,137,1,0.425
18520,24,137,1,0.422
18521,25,137,1,0.447
18522,26,137,1,0.477
18523,27,137,1,0.502
18524,28,137,1,0.445
18525,29,137,1,0.469
18526,30,137,1,0.499
18527,31,137,1,0.524
18528,32,137,1,0.347
18529,33,137,1,0.372
18530,34,137,1,0.402
18531,35,137,1,0.427
18532,36,137,1,0.370
18533,37,137,1,0.395
18534,38,137,1,0.425
18535,39,137,1,0.450
18536,40,137,1,0.447
18537,41,137,1,0.472
18538,42,137,1,0.502
18539,43,137,1,0.527
18540,44,137,1,0.469
18541,45,137,1,0.494
18542,46,137,1,0.524
18543,47,137,1,0.549
18544,48,137,1,0.422
18545,49,137,1,0.447
18546,50,137,1,0.477
18547,51,137,1,0.502
18548,52,137,1,0.445
18549,53,137,1,0.469
18550,54,137,1,0.499
18551,55,137,1,0.524
18552,56,137,1,0.522
18553,57,137,1,0.547
18554,58,137,1,0.577
18555,59,137,1,0.601
18556,60,137,1,0.544
18557,61,137,1,0.569
18558,62,137,1,0.599
18559,63,137,1,0.624
18560,64,137,1,0.227
18561,65,137,1,0.252
18562,66,137,1,0.281
18563,67,137,1,0.306
18564,68,137,1,0.249
18565,69,137,1,0.274
18566,70,137,1,0.304
18567,71,137,1,0.329
18568,72,137,1,0.326
18569,73,137,1,0.351
18570,74,137,1,0.381
18571,75,137,1,0.406
18572,76,137,1,0.349
18573,77,137,1,0.374
18574,78,137,1,0.403
18575,79,137,1,0.428
18576,80,137,1,0.301
18577,81,137,1,0.326
18578,82,137,1,0.356
18579,83,137,1,0.381
18580,84,137,1,0.324
18581,85,137,1,0.349
18582,86,137,1,0.379
18583,87,137,1,0.403
18584,88,137,1,0.401
18585,89,137,1,0.426
18586,90,137,1,0.456
18587,91,137,1,0.481
18588,92,137,1,0.423
18589,93,137,1,0.448
18590,94,137,1,0.478
18591,95,137,1,0.503
18592,96,137,1,0.326
18593,97,137,1,0.351
18594,98,137,1,0.381
18595,99,137,1,0.406
18596,100,137,1,0.349
18597,101,137,1,0.374
18598,102,137,1,0.403
18599,103,137,1,0.428
18600,104,137,1,0.426
18601,105,137,1,0.451
18602,106,137,1,0.481
18603,107,137,1,0.506
18604,108,137,1,0.448
18605,109,137,1,0.473
18606,110,137,1,0.503
18607,111,137,1,0.528
18608,112,137,1,0.401
18609,113,137,1,0.426
18610,114,137,1,0.456
18611,115,137,1,0.481
18612,116,137,1,0.423
18613,117,137,1,0.448
18614,118,137,1,0.478
18615,119,137,1,0.503
18616,120,137,1,0.501
18617,121,137,1,0.526
18618,122,137,1,0.555
18619,123,137,1,0.580
18620,124,137,1,0.523
18621,125,137,1,0.548
18622,126,137,1,0.578
18623,127,137,1,0.603
18624,128,137,1,0.278
18625,129,137,1,0.303
18626,130,137,1,0.333
18627,131,137,1,0.357
18628,132,137,1,0.300
18629,133,137,1,0.325
18630,134,137,1,0.355
18631,135,137,1,0.380
18632,136,137,1,0.377
18633,137,137,1,0.402
18634,137,136,1,0.432
18635,137,135,1,0.457
18636,137,134,1,0.400
18637,137,133,1,0.425
18638,137,132,1,0.455
18639,137,131,1,0.479
18640,137,130,1,0.352
18641,137,129,1,0.377
18642,137,128,1,0.407
18643,137,127,1,0.432
18644,137,126,1,0.375
18645,137,125,1,0.400
18646,137,124,1,0.430
18647,137,123,1,0.455
18648,137,122,1,0.452
18649,137,121,1,0.477
18650,137,120,1,0.507
18651,137,119,1,0.532
18652,137,118,1,0.474
18653,137,117,1,0.499
18654,137,116,1,0.529
18655,137,115,1,0.554
18656,137,114,1,0.377
18657,137,113,1,0.402
18658,137,112,1,0.432
18659,137,111,1,0.457
18660,137,110,1,0.400
18661,137,109,1,0.425
18662,137,108,1,0.455
18663,137,107,1,0.479
18664,137,106,1,0.477
18665,137,105,1,0.502
18666,137,104,1,0.532
18667,137,103,1,0.557
18668,137,102,1,0.499
18669,137,101,1,0.524
18670,137,100,1,0.554
18671,137,99,1,0.579
18672,137,98,1,0.452
18673,137,97,1,0.477
18674,137,96,1,0.507
18675,137,95,1,0.532
18676,137,94,1,0.474
18677,137,93,1,0.499
18678,137,92,1,0.529
18679,137,91,1,0.554
18680,137,90,1,0.552
18681,137,89,1,0.577
18682,137,88,1,0.606
18683,137,87,1,0.631
18684,137,86,1,0.574
18685,137,85,1,0.599
18686,137,84,1,0.629
18687,137,83,1,0.654
18688,137,82,1,0.237
18689,137,81,1,0.262
18690,137,80,1,0.291
18691,137,79,1,0.316
18692,137,78,1,0.259
18693,137,77,1,0.284
18694,137,76,1,0.314
18695,137,75,1,0.339
18696,137,74,1,0.336
18697,137,73,1,0.361
18698,137,72,1,0.391
18699,137,71,1,0.416
18700,137,70,1,0.359
18701,137,69,1,0.384
18702,137,68,1,0.413
18703,137,67,1,0.438
18704,137,66,1,0.311
18705,137,65,1,0.336
18706,137,64,1,0.366
18707,137,63,1,0.391
18708,137,62,1,0.334
18709,137,61,1,0.359
18710,137,60,1,0.389
18711,137,59,1,0.413
18712,137,58,1,0.411
18713,137,57,1,0.436
18714,137,56,1,0.466
18715,137,55,1,0.491
18716,137,54,1,0.433
18717,137,53,1,0.458
18718,137,52,1,0.488
18719,137,51,1,0.513
18720,137,50,1,0.336
18721,137,49,1,0.361
18722,137,48,1,0.391
18723,137,47,1,0.416
18724,137,46,1,0.359
18725,137,45,1,0.384
18726,137,44,1,0.413
18727,137,43,1,0.438
18728,137,42,1,0.436
18729,137,41,1,0.461
18730,137,40,1,0.491
18731,137,39,1,0.516
18732,137,38,1,0.458
18733,137,37,1,0.483
18734,137,36,1,0.513
18735,137,35,1,0.538
18736,137,34,1,0.411
18737,137,33,1,0.436
18738,137,32,1,0.466
18739,137,31,1,0.491
18740,137,30,1,0.433
18741,137,29,1,0.458
18742,137,28,1,0.488
18743,137,27,1,0.513
18744,137,26,1,0.511
18745,137,25,1,0.535
18746,137,24,1,0.565
18747,137,23,1,0.590
18748,137,22,1,0.533
18749,137,21,1,0.558
18750,137,20,1,0.588
18751,137,19,1,0.613
18752,137,18,1,0.288
18753,137,17,1,0.313
18754,137,16,1,0.342
18755,137,15,1,0.367
18756,137,14,1,0.310
18757,137,13,1,0.335
18758,137,12,1,0.365
18759,137,11,1,0.390
18760,137,10,1,0.387
18761,137,9,1,0.412
18762,137,8,1,0.442
18763,137,7,1,0.467
18764,137,6,1,0.410
18765,137,5,1,0.435
18766,137,4,1,0.465
18767,137,3,1,0.489
18768,137,2,1,0.362
18769,137,1,1,0.387
18770,138,1,1,0.417
18771,138,2,1,0.442
18772,138,3,1,0.385
18773,138,4,1,0.410
18774,138,5,1,0.440
18775,138,6,1,0.465
18776,138,7,1,0.462
18777,138,8,1,0.487
18778,138,9,1,0.517
18779,138,10,1,0.542
18780,138,11,1,0.484
18781,138,12,1,0.509
18782,138,13,1,0.539
18783,138,14,1,0.564
18784,138,15,1,0.387
18785,138,16,1,0.412
18786,138,17,1,0.442
18787,138,18,1,0.467
18788,138,19,1,0.410
18789,138,20,1,0.435
18790,138,21,1,0.465
18791,138,22,1,0.489
18792,138,23,1,0.487
18793,138,24,1,0.512
18794,138,25,1,0.542
18795,138,26,1,0.567
18796,138,27,1,0.509
18797,138,28,1,0.534
18798,138,29,1,0.564
18799,138,30,1,0.589
18800,138,31,1,0.462
18801,138,32,1,0.487
18802,138,33,1,0.517
18803,138,34,1,0.542
18804,138,35,1,0.484
18805,138,36,1,0.509
18806,138,37,1,0.539
18807,138,38,1,0.564
18808,138,39,1,0.562
18809,138,40,1,0.587
18810,138,41,1,0.616
18811,138,42,1,0.641
18812,138,43,1,0.584
18813,138,44,1,0.609
18814,138,45,1,0.639
18815,138,46,1,0.664
18816,138,47,1,0.267
18817,138,48,1,0.291
18818,138,49,1,0.321
18819,138,50,1,0.346
18820,138,51,1,0.289
18821,138,52,1,0.314
18822,138,53,1,0.344
18823,138,54,1,0.369
18824,138,55,1,0.366
18825,138,56,1,0.391
18826,138,57,1,0.421
18827,138,58,1,0.446
18828,138,59,1,0.389
18829,138,60,1,0.413
18830,138,61,1,0.443
18831,138,62,1,0.468
18832,138,63,1,0.341
18833,138,64,1,0.366
18834,138,65,1,0.396
18835,138,66,1,0.421
18836,138,67,1,0.364
18837,138,68,1,0.389
18838,138,69,1,0.418
18839,138,70,1,0.443
18840,138,71,1,0.441
18841,138,72,1,0.466
18842,138,73,1,0.496
18843,138,74,1,0.521
18844,138,75,1,0.463
18845,138,76,1,0.488
18846,138,77,1,0.518
18847,138,78,1,0.543
18848,138,79,1,0.366
18849,138,80,1,0.391
18850,138,81,1,0.421
18851,138,82,1,0.446
18852,138,83,1,0.389
18853,138,84,1,0.413
18854,138,85,1,0.443
18855,138,86,1,0.468
18856,138,87,1,0.466
18857,138,88,1,0.491
18858,138,89,1,0.521
18859,138,90,1,0.545
18860,138,91,1,0.488
18861,138,92,1,0.513
18862,138,93,1,0.543
18863,138,94,1,0.568
18864,138,95,1,0.441
18865,138,96,1,0.466
18866,138,97,1,0.496
18867,138,98,1,0.521
18868,138,99,1,0.463
18869,138,100,1,0.488
18870,138,101,1,0.518
18871,138,102,1,0.543
18872,138,103,1,0.540
18873,138,104,1,0.565
18874,138,105,1,0.595
18875,138,106,1,0.620
18876,138,107,1,0.563
18877,138,108,1,0.588
18878,138,109,1,0.618
18879,138,110,1,0.643
18880,138,111,1,0.318
18881,138,112,1,0.342
18882,138,113,1,0.372
18883,138,114,1,0.397
18884,138,115,1,0.340
18885,138,116,1,0.365
18886,138,117,1,0.395
18887,138,118,1,0.420
18888,138,119,1,0.417
18889,138,120,1,0.442
18890,138,121,1,0.472
18891,138,122,1,0.497
18892,138,123,1,0.440
18893,138,124,1,0.465
18894,138,125,1,0.494
18895,138,126,1,0.519
18896,138,127,1,0.392
18897,138,128,1,0.417
18898,138,129,1,0.447
18899,138,130,1,0.472
18900,138,131,1,0.415
18901,138,132,1,0.440
18902,138,133,1,0.469
18903,138,134,1,0.494
18904,138,135,1,0.492
18905,138,136,1,0.517
18906,138,137,1,0.547
18907,138,138,1,0.572
18908,137,138,1,0.514
18909,136,138,1,0.539
18910,135,138,1,0.569
18911,134,138,1,0.594
18912,133,138,1,0.417
18913,132,138,1,0.442
18914,131,138,1,0.472
18915,130,138,1,0.497
18916,129,138,1,0.440
18917,128,138,1,0.465
18918,127,138,1,0.494
18919,126,138,1,0.519
18920,125,138,1,0.517
18921,124,138,1,0.542
18922,123,138,1,0.572
18923,122,138,1,0.597
18924,121,138,1,0.539
18925,120,138,1,0.564
18926,119,138,1,0.594
18927,118,138,1,0.619
18928,117,138,1,0.492
18929,116,138,1,0.517
18930,115,138,1,0.547
18931,114,138,1,0.572
18932,113,138,1,0.514
18933,112,138,1,0.539
18934,111,138,1,0.569
18935,110,138,1,0.594
18936,109,138,1,0.592
18937,108,138,1,0.616
18938,107,138,1,0.646
18939,106,138,1,0.671
18940,105,138,1,0.614
18941,104,138,1,0.639
18942,103,138,1,0.669
18943,102,138,1,0.694
18944,101,138,1,0.341
18945,100,138,1,0.366
18946,99,138,1,0.396
18947,98,138,1,0.421
18948,97,138,1,0.364
18949,96,138,1,0.389
18950,95,138,1,0.418
18951,94,138,1,0.443
18952,93,138,1,0.441
18953,92,138,1,0.466
18954,91,138,1,0.496
18955,90,138,1,0.521
18956,89,138,1,0.463
18957,88,138,1,0.488
18958,87,138,1,0.518
18959,86,138,1,0.543
18960,85,138,1,0.416
18961,84,138,1,0.441
18962,83,138,1,0.471
18963,82,138,1,0.496
18964,81,138,1,0.438
18965,80,138,1,0.463
18966,79,138,1,0.493
18967,78,138,1,0.518
18968,77,138,1,0.516
18969,76,138,1,0.540
18970,75,138,1,0.570
18971,74,138,1,0.595
18972,73,138,1,0.538
18973,72,138,1,0.563
18974,71,138,1,0.593
18975,70,138,1,0.618
18976,69,138,1,0.441
18977,68,138,1,0.466
18978,67,138,1,0.496
18979,66,138,1,0.521
18980,65,138,1,0.463
18981,64,138,1,0.488
18982,63,138,1,0.518
18983,62,138,1,0.543
18984,61,138,1,0.540
18985,60,138,1,0.565
18986,59,138,1,0.595
18987,58,138,1,0.620
18988,57,138,1,0.563
18989,56,138,1,0.588
18990,55,138,1,0.618
18991,54,138,1,0.643
18992,53,138,1,0.516
18993,52,138,1,0.540
18994,51,138,1,0.570
18995,50,138,1,0.595
18996,49,138,1,0.538
18997,48,138,1,0.563
18998,47,138,1,0.593
18999,46,138,1,0.618
19000,45,138,1,0.615
19001,44,138,1,0.640
19002,43,138,1,0.670
19003,42,138,1,0.695
19004,41,138,1,0.638
19005,40,138,1,0.663
19006,39,138,1,0.692
19007,38,138,1,0.717
19008,37,138,1,0.392
19009,36,138,1,0.417
19010,35,138,1,0.447
19011,34,138,1,0.472
19012,33,138,1,0.415
19013,32,138,1,0.440
19014,31,138,1,0.469
19015,30,138,1,0.494
19016,29,138,1,0.492
19017,28,138,1,0.517
19018,27,138,1,0.547
19019,26,138,1,0.572
19020,25,138,1,0.514
19021,24,138,1,0.539
19022,23,138,1,0.569
19023,22,138,1,0.594
19024,21,138,1,0.467
19025,20,138,1,0.492
19026,19,138,1,0.522
19027,18,138,1,0.547
19028,17,138,1,0.489
19029,16,138,1,0.514
19030,15,138,1,0.544
19031,14,138,1,0.569
19032,13,138,1,0.567
19033,12,138,1,0.592
19034,11,138,1,0.621
19035,10,138,1,0.646
19036,9,138,1,0.589
19037,8,138,1,0.614
19038,7,138,1,0.644
19039,6,138,1,0.669
19040,5,138,1,0.492
19041,4,138,1,0.517
19042,3,138,1,0.547
19043,2,138,1,0.572
19044,1,138,1,0.514
19045,1,139,1,0.539
19046,2,139,1,0.569
19047,3,139,1,0.594
19048,4,139,1,0.592
19049,5,139,1,0.616
19050,6,139,1,0.646
19051,7,139,1,0.671
19052,8,139,1,0.614
19053,9,139,1,0.639
19054,10,139,1,0.669
19055,11,139,1,0.694
19056,12,139,1,0.567
19057,13,139,1,0.592
19058,14,139,1,0.621
19059,15,139,1,0.646
19060,16,139,1,0.589
19061,17,139,1,0.614
19062,18,139,1,0.644
19063,19,139,1,0.669
19064,20,139,1,0.666
19065,21,139,1,0.691
19066,22,139,1,0.721
19067,23,139,1,0.746
19068,24,139,1,0.689
19069,25,139,1,0.714
19070,26,139,1,0.743
19071,27,139,1,0.768
19072,28,139,1,0.371
19073,29,139,1,0.396
19074,30,139,1,0.426
19075,31,139,1,0.451
19076,32,139,1,0.394
19077,33,139,1,0.418
19078,34,139,1,0.448
19079,35,139,1,0.473
19080,36,139,1,0.471
19081,37,139,1,0.496
19082,38,139,1,0.526
19083,39,139,1,0.550
19084,40,139,1,0.493
19085,41,139,1,0.518
19086,42,139,1,0.548
19087,43,139,1,0.573
19088,44,139,1,0.446
19089,45,139,1,0.471
19090,46,139,1,0.501
19091,47,139,1,0.526
19092,48,139,1,0.468
19093,49,139,1,0.493
19094,50,139,1,0.523
19095,51,139,1,0.548
19096,52,139,1,0.545
19097,53,139,1,0.570
19098,54,139,1,0.600
19099,55,139,1,0.625
19100,56,139,1,0.568
19101,57,139,1,0.593
19102,58,139,1,0.623
19103,59,139,1,0.648
19104,60,139,1,0.471
19105,61,139,1,0.496
19106,62,139,1,0.526
19107,63,139,1,0.550
19108,64,139,1,0.493
19109,65,139,1,0.518
19110,66,139,1,0.548
19111,67,139,1,0.573
19112,68,139,1,0.570
19113,69,139,1,0.595
19114,70,139,1,0.625
19115,71,139,1,0.650
19116,72,139,1,0.593
19117,73,139,1,0.618
19118,74,139,1,0.648
19119,75,139,1,0.672
19120,76,139,1,0.545
19121,77,139,1,0.570
19122,78,139,1,0.600
19123,79,139,1,0.625
19124,80,139,1,0.568
19125,81,139,1,0.593
19126,82,139,1,0.623
19127,83,139,1,0.648
19128,84,139,1,0.645
19129,85,139,1,0.670
19130,86,139,1,0.700
19131,87,139,1,0.725
19132,88,139,1,0.667
19133,89,139,1,0.692
19134,90,139,1,0.722
19135,91,139,1,0.747
19136,92,139,1,0.422
19137,93,139,1,0.447
19138,94,139,1,0.477
19139,95,139,1,0.502
19140,96,139,1,0.445
19141,97,139,1,0.469
19142,98,139,1,0.499
19143,99,139,1,0.524
19144,100,139,1,0.522
19145,101,139,1,0.547
19146,102,139,1,0.577
19147,103,139,1,0.601
19148,104,139,1,0.544
19149,105,139,1,0.569
19150,106,139,1,0.599
19151,107,139,1,0.624
19152,108,139,1,0.497
19153,109,139,1,0.522
19154,110,139,1,0.552
19155,111,139,1,0.577
19156,112,139,1,0.519
19157,113,139,1,0.544
19158,114,139,1,0.574
19159,115,139,1,0.599
19160,116,139,1,0.597
19161,117,139,1,0.621
19162,118,139,1,0.651
19163,119,139,1,0.676
19164,120,139,1,0.619
19165,121,139,1,0.644
19166,122,139,1,0.674
19167,123,139,1,0.699
19168,124,139,1,0.522
19169,125,139,1,0.547
19170,126,139,1,0.577
19171,127,139,1,0.601
19172,128,139,1,0.544
19173,129,139,1,0.569
19174,130,139,1,0.599
19175,131,139,1,0.624
19176,132,139,1,0.621
19177,133,139,1,0.646
19178,134,139,1,0.676
19179,135,139,1,0.701
19180,136,139,1,0.644
19181,137,139,1,0.669
19182,138,139,1,0.699
19183,139,139,1,0.724
19184,139,138,1,0.597
19185,139,137,1,0.621
19186,139,136,1,0.651
19187,139,135,1,0.676
19188,139,134,1,0.619
19189,139,133,1,0.644
19190,139,132,1,0.674
19191,139,131,1,0.699
19192,139,130,1,0.696
19193,139,129,1,0.721
19194,139,128,1,0.751
19195,139,127,1,0.776
19196,139,126,1,0.719
19197,139,125,1,0.743
19198,139,124,1,0.773
19199,139,123,1,0.798
19200,139,122,1,0.381
19201,139,121,1,0.406
19202,139,120,1,0.436
19203,139,119,1,0.461
19204,139,118,1,0.403
19205,139,117,1,0.428
19206,139,116,1,0.458
19207,139,115,1,0.483
19208,139,114,1,0.481
19209,139,113,1,0.506
19210,139,112,1,0.535
19211,139,111,1,0.560
19212,139,110,1,0.503
19213,139,109,1,0.528
19214,139,108,1,0.558
19215,139,107,1,0.583
19216,139,106,1,0.456
19217,139,105,1,0.481
19218,139,104,1,0.511
19219,139,103,1,0.535
19220,139,102,1,0.478
19221,139,101,1,0.503
19222,139,100,1,0.533
19223,139,99,1,0.558
19224,139,98,1,0.555
19225,139,97,1,0.580
19226,139,96,1,0.610
19227,139,95,1,0.635
19228,139,94,1,0.578
19229,139,93,1,0.603
19230,139,92,1,0.633
19231,139,91,1,0.658
19232,139,90,1,0.481
19233,139,89,1,0.506
19234,139,88,1,0.535
19235,139,87,1,0.560
19236,139,86,1,0.503
19237,139,85,1,0.528
19238,139,84,1,0.558
19239,139,83,1,0.583
19240,139,82,1,0.580
19241,139,81,1,0.605
19242,139,80,1,0.635
19243,139,79,1,0.660
19244,139,78,1,0.603
19245,139,77,1,0.628
19246,139,76,1,0.658
19247,139,75,1,0.682
19248,139,74,1,0.555
19249,139,73,1,0.580
19250,139,72,1,0.610
19251,139,71,1,0.635
19252,139,70,1,0.578
19253,139,69,1,0.603
19254,139,68,1,0.633
19255,139,67,1,0.658
19256,139,66,1,0.655
19257,139,65,1,0.680
19258,139,64,1,0.710
19259,139,63,1,0.735
19260,139,62,1,0.677
19261,139,61,1,0.702
19262,139,60,1,0.732
19263,139,59,1,0.757
19264,139,58,1,0.432
19265,139,57,1,0.457
19266,139,56,1,0.487
19267,139,55,1,0.512
19268,139,54,1,0.455
19269,139,53,1,0.479
19270,139,52,1,0.509
19271,139,51,1,0.534
19272,139,50,1,0.532
19273,139,49,1,0.557
19274,139,48,1,0.587
19275,139,47,1,0.611
19276,139,46,1,0.554
19277,139,45,1,0.579
19278,139,44,1,0.609
19279,139,43,1,0.634
19280,139,42,1,0.507
19281,139,41,1,0.532
19282,139,40,1,0.562
19283,139,39,1,0.587
19284,139,38,1,0.529
19285,139,37,1,0.554
19286,139,36,1,0.584
19287,139,35,1,0.609
19288,139,34,1,0.606
19289,139,33,1,0.631
19290,139,32,1,0.661
19291,139,31,1,0.686
19292,139,30,1,0.629
19293,139,29,1,0.654
19294,139,28,1,0.684
19295,139,27,1,0.709
19296,139,26,1,0.532
19297,139,25,1,0.557
19298,139,24,1,0.587
19299,139,23,1,0.611
19300,139,22,1,0.554
19301,139,21,1,0.579
19302,139,20,1,0.609
19303,139,19,1,0.634
19304,139,18,1,0.631
19305,139,17,1,0.656
19306,139,16,1,0.686
19307,139,15,1,0.711
19308,139,14,1,0.654
19309,139,13,1,0.679
19310,139,12,1,0.709
19311,139,11,1,0.733
19312,139,10,1,0.606
19313,139,9,1,0.631
19314,139,8,1,0.661
19315,139,7,1,0.686
19316,139,6,1,0.629
19317,139,5,1,0.654
19318,139,4,1,0.684
19319,139,3,1,0.709
19320,139,2,1,0.706
19321,139,1,1,0.731
19322,140,1,1,0.761
19323,140,2,1,0.786
19324,140,3,1,0.729
19325,140,4,1,0.753
19326,140,5,1,0.783
19327,140,6,1,0.808
19328,140,7,1,0.411
19329,140,8,1,0.436
19330,140,9,1,0.466
19331,140,10,1,0.491
19332,140,11,1,0.433
19333,140,12,1,0.458
19334,140,13,1,0.488
19335,140,14,1,0.513
19336,140,15,1,0.511
19337,140,16,1,0.535
19338,140,17,1,0.565
19339,140,18,1,0.590
19340,140,19,1,0.533
19341,140,20,1,0.558
19342,140,21,1,0.588
19343,140,22,1,0.613
19344,140,23,1,0.486
19345,140,24,1,0.511
19346,140,25,1,0.540
19347,140,26,1,0.565
19348,140,27,1,0.508
19349,140,28,1,0.533
19350,140,29,1,0.563
19351,140,30,1,0.588
19352,140,31,1,0.585
19353,140,32,1,0.610
19354,140,33,1,0.640
19355,140,34,1,0.665
19356,140,35,1,0.608
19357,140,36,1,0.633
19358,140,37,1,0.663
19359,140,38,1,0.687
19360,140,39,1,0.511
19361,140,40,1,0.535
19362,140,41,1,0.565
