n,x,y,f,obj,rel,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
796,12,29,0,63981,0.735,0,0,1,1,1,0,0,0,1,1
797,13,29,0,69982,0.804,1,0,1,1,1,0,0,0,1,1
798,14,29,0,67086,0.771,0,1,1,1,1,0,0,0,1,1
799,15,29,0,73087,0.839,1,1,1,1,1,0,0,0,1,1
800,16,29,1,9282,0.107,0,0,0,0,0,1,0,0,1,1
801,17,29,1,15283,0.176,1,0,0,0,0,1,0,0,1,1
802,18,29,1,12387,0.142,0,1,0,0,0,1,0,0,1,1
803,19,29,1,18388,0.211,1,1,0,0,0,1,0,0,1,1
804,20,29,1,27282,0.313,0,0,1,0,0,1,0,0,1,1
805,21,29,1,33283,0.382,1,0,1,0,0,1,0,0,1,1
806,22,29,1,30387,0.349,0,1,1,0,0,1,0,0,1,1
807,23,29,1,36388,0.418,1,1,1,0,0,1,0,0,1,1
808,24,29,1,47782,0.549,0,0,0,1,0,1,0,0,1,1
809,25,29,1,53783,0.618,1,0,0,1,0,1,0,0,1,1
810,26,29,1,50887,0.584,0,1,0,1,0,1,0,0,1,1
811,27,29,1,56888,0.653,1,1,0,1,0,1,0,0,1,1
812,28,29,0,65782,0.756,0,0,1,1,0,1,0,0,1,1
813,29,29,0,71783,0.825,1,0,1,1,0,1,0,0,1,1
814,29,28,0,68887,0.791,0,1,1,1,0,1,0,0,1,1
815,29,27,0,74888,0.860,1,1,1,1,0,1,0,0,1,1
816,29,26,1,9468,0.109,0,0,0,0,1,1,0,0,1,1
817,29,25,1,15469,0.178,1,0,0,0,1,1,0,0,1,1
818,29,24,1,12573,0.144,0,1,0,0,1,1,0,0,1,1
819,29,23,1,18574,0.213,1,1,0,0,1,1,0,0,1,1
820,29,22,1,27468,0.316,0,0,1,0,1,1,0,0,1,1
821,29,21,1,33469,0.384,1,0,1,0,1,1,0,0,1,1
822,29,20,1,30573,0.351,0,1,1,0,1,1,0,0,1,1
823,29,19,1,36574,0.420,1,1,1,0,1,1,0,0,1,1
824,29,18,1,47968,0.551,0,0,0,1,1,1,0,0,1,1
825,29,17,1,53969,0.620,1,0,0,1,1,1,0,0,1,1
826,29,16,1,51073,0.587,0,1,0,1,1,1,0,0,1,1
827,29,15,1,57074,0.656,1,1,0,1,1,1,0,0,1,1
828,29,14,0,65968,0.758,0,0,1,1,1,1,0,0,1,1
829,29,13,0,71969,0.827,1,0,1,1,1,1,0,0,1,1
830,29,12,0,69073,0.793,0,1,1,1,1,1,0,0,1,1
831,29,11,0,75074,0.862,1,1,1,1,1,1,0,0,1,1
832,29,10,1,16115,0.185,0,0,0,0,0,0,1,0,1,1
833,29,9,1,22116,0.254,1,0,0,0,0,0,1,0,1,1
834,29,8,1,19220,0.221,0,1,0,0,0,0,1,0,1,1
835,29,7,1,25221,0.290,1,1,0,0,0,0,1,0,1,1
836,29,6,1,34115,0.392,0,0,1,0,0,0,1,0,1,1
837,29,5,1,40116,0.461,1,0,1,0,0,0,1,0,1,1
838,29,4,1,37220,0.428,0,1,1,0,0,0,1,0,1,1
839,29,3,1,43221,0.496,1,1,1,0,0,0,1,0,1,1
840,29,2,1,54615,0.627,0,0,0,1,0,0,1,0,1,1
841,29,1,0,60616,0.696,1,0,0,1,0,0,1,0,1,1
842,30,1,1,57720,0.663,0,1,0,1,0,0,1,0,1,1
843,30,2,0,63721,0.732,1,1,0,1,0,0,1,0,1,1
844,30,3,0,72615,0.834,0,0,1,1,0,0,1,0,1,1
845,30,4,0,78616,0.903,1,0,1,1,0,0,1,0,1,1
846,30,5,0,75720,0.870,0,1,1,1,0,0,1,0,1,1
847,30,6,0,81721,0.939,1,1,1,1,0,0,1,0,1,1
848,30,7,1,16301,0.187,0,0,0,0,1,0,1,0,1,1
849,30,8,1,22302,0.256,1,0,0,0,1,0,1,0,1,1
850,30,9,1,19406,0.223,0,1,0,0,1,0,1,0,1,1
851,30,10,1,25407,0.292,1,1,0,0,1,0,1,0,1,1
852,30,11,1,34301,0.394,0,0,1,0,1,0,1,0,1,1
853,30,12,1,40302,0.463,1,0,1,0,1,0,1,0,1,1
854,30,13,1,37406,0.430,0,1,1,0,1,0,1,0,1,1
855,30,14,1,43407,0.499,1,1,1,0,1,0,1,0,1,1
856,30,15,1,54801,0.629,0,0,0,1,1,0,1,0,1,1
857,30,16,0,60802,0.698,1,0,0,1,1,0,1,0,1,1
858,30,17,1,57906,0.665,0,1,0,1,1,0,1,0,1,1
859,30,18,0,63907,0.734,1,1,0,1,1,0,1,0,1,1
860,30,19,0,72801,0.836,0,0,1,1,1,0,1,0,1,1
861,30,20,0,78802,0.905,1,0,1,1,1,0,1,0,1,1
862,30,21,0,75906,0.872,0,1,1,1,1,0,1,0,1,1
863,30,22,0,81907,0.941,1,1,1,1,1,0,1,0,1,1
864,30,23,1,18102,0.208,0,0,0,0,0,1,1,0,1,1
865,30,24,1,24103,0.277,1,0,0,0,0,1,1,0,1,1
866,30,25,1,21207,0.244,0,1,0,0,0,1,1,0,1,1
867,30,26,1,27208,0.313,1,1,0,0,0,1,1,0,1,1
868,30,27,1,36102,0.415,0,0,1,0,0,1,1,0,1,1
869,30,28,1,42103,0.484,1,0,1,0,0,1,1,0,1,1
870,30,29,1,39207,0.450,0,1,1,0,0,1,1,0,1,1
871,30,30,1,45208,0.519,1,1,1,0,0,1,1,0,1,1
872,29,30,1,56602,0.650,0,0,0,1,0,1,1,0,1,1
873,28,30,0,62603,0.719,1,0,0,1,0,1,1,0,1,1
874,27,30,0,59707,0.686,0,1,0,1,0,1,1,0,1,1
875,26,30,0,65708,0.755,1,1,0,1,0,1,1,0,1,1
876,25,30,0,74602,0.857,0,0,1,1,0,1,1,0,1,1
877,24,30,0,80603,0.926,1,0,1,1,0,1,1,0,1,1
878,23,30,0,77707,0.893,0,1,1,1,0,1,1,0,1,1
879,22,30,0,83708,0.961,1,1,1,1,0,1,1,0,1,1
880,21,30,1,18288,0.210,0,0,0,0,1,1,1,0,1,1
881,20,30,1,24289,0.279,1,0,0,0,1,1,1,0,1,1
882,19,30,1,21393,0.246,0,1,0,0,1,1,1,0,1,1
883,18,30,1,27394,0.315,1,1,0,0,1,1,1,0,1,1
884,17,30,1,36288,0.417,0,0,1,0,1,1,1,0,1,1
885,16,30,1,42289,0.486,1,0,1,0,1,1,1,0,1,1
886,15,30,1,39393,0.452,0,1,1,0,1,1,1,0,1,1
887,14,30,1,45394,0.521,1,1,1,0,1,1,1,0,1,1
888,13,30,1,56788,0.652,0,0,0,1,1,1,1,0,1,1
889,12,30,0,62789,0.721,1,0,0,1,1,1,1,0,1,1
890,11,30,0,59893,0.688,0,1,0,1,1,1,1,0,1,1
891,10,30,0,65894,0.757,1,1,0,1,1,1,1,0,1,1
892,9,30,0,74788,0.859,0,0,1,1,1,1,1,0,1,1
893,8,30,0,80789,0.928,1,0,1,1,1,1,1,0,1,1
894,7,30,0,77893,0.895,0,1,1,1,1,1,1,0,1,1
895,6,30,0,83894,0.964,1,1,1,1,1,1,1,0,1,1
896,5,30,1,49295,0.566,0,0,0,0,0,0,0,1,1,1
897,4,30,1,55296,0.635,1,0,0,0,0,0,0,1,1,1
898,3,30,1,52400,0.602,0,1,0,0,0,0,0,1,1,1
899,2,30,1,58401,0.671,1,1,0,0,0,0,0,1,1,1
900,1,30,1,67295,0.773,0,0,1,0,0,0,0,1,1,1
901,1,31,1,73296,0.842,1,0,1,0,0,0,0,1,1,1
902,2,31,1,70400,0.809,0,1,1,0,0,0,0,1,1,1
903,3,31,1,76401,0.878,1,1,1,0,0,0,0,1,1,1
904,4,31,0,87795,1.008,0,0,0,1,0,0,0,1,1,1
905,5,31,0,93796,1.077,1,0,0,1,0,0,0,1,1,1
906,6,31,0,90900,1.044,0,1,0,1,0,0,0,1,1,1
907,7,31,0,96901,1.113,1,1,0,1,0,0,0,1,1,1
908,8,31,0,105795,1.215,0,0,1,1,0,0,0,1,1,1
909,9,31,0,111796,1.284,1,0,1,1,0,0,0,1,1,1
910,10,31,0,108900,1.251,0,1,1,1,0,0,0,1,1,1
911,11,31,0,114901,1.320,1,1,1,1,0,0,0,1,1,1
912,12,31,1,49481,0.568,0,0,0,0,1,0,0,1,1,1
913,13,31,1,55482,0.637,1,0,0,0,1,0,0,1,1,1
914,14,31,1,52586,0.604,0,1,0,0,1,0,0,1,1,1
915,15,31,1,58587,0.673,1,1,0,0,1,0,0,1,1,1
916,16,31,1,67481,0.775,0,0,1,0,1,0,0,1,1,1
917,17,31,1,73482,0.844,1,0,1,0,1,0,0,1,1,1
918,18,31,1,70586,0.811,0,1,1,0,1,0,0,1,1,1
919,19,31,1,76587,0.880,1,1,1,0,1,0,0,1,1,1
920,20,31,0,87981,1.011,0,0,0,1,1,0,0,1,1,1
921,21,31,0,93982,1.079,1,0,0,1,1,0,0,1,1,1
922,22,31,0,91086,1.046,0,1,0,1,1,0,0,1,1,1
923,23,31,0,97087,1.115,1,1,0,1,1,0,0,1,1,1
924,24,31,0,105981,1.217,0,0,1,1,1,0,0,1,1,1
925,25,31,0,111982,1.286,1,0,1,1,1,0,0,1,1,1
926,26,31,0,109086,1.253,0,1,1,1,1,0,0,1,1,1
927,27,31,0,115087,1.322,1,1,1,1,1,0,0,1,1,1
928,28,31,1,51282,0.589,0,0,0,0,0,1,0,1,1,1
929,29,31,1,57283,0.658,1,0,0,0,0,1,0,1,1,1
930,30,31,1,54387,0.625,0,1,0,0,0,1,0,1,1,1
931,31,31,1,60388,0.694,1,1,0,0,0,1,0,1,1,1
932,31,30,1,69282,0.796,0,0,1,0,0,1,0,1,1,1
933,31,29,1,75283,0.865,1,0,1,0,0,1,0,1,1,1
934,31,28,1,72387,0.831,0,1,1,0,0,1,0,1,1,1
935,31,27,1,78388,0.900,1,1,1,0,0,1,0,1,1,1
936,31,26,0,89782,1.031,0,0,0,1,0,1,0,1,1,1
937,31,25,0,95783,1.100,1,0,0,1,0,1,0,1,1,1
938,31,24,0,92887,1.067,0,1,0,1,0,1,0,1,1,1
939,31,23,0,98888,1.136,1,1,0,1,0,1,0,1,1,1
940,31,22,0,107782,1.238,0,0,1,1,0,1,0,1,1,1
941,31,21,0,113783,1.307,1,0,1,1,0,1,0,1,1,1
942,31,20,0,110887,1.274,0,1,1,1,0,1,0,1,1,1
943,31,19,0,116888,1.343,1,1,1,1,0,1,0,1,1,1
944,31,18,1,51468,0.591,0,0,0,0,1,1,0,1,1,1
945,31,17,1,57469,0.660,1,0,0,0,1,1,0,1,1,1
946,31,16,1,54573,0.627,0,1,0,0,1,1,0,1,1,1
947,31,15,1,60574,0.696,1,1,0,0,1,1,0,1,1,1
948,31,14,1,69468,0.798,0,0,1,0,1,1,0,1,1,1
949,31,13,1,75469,0.867,1,0,1,0,1,1,0,1,1,1
950,31,12,1,72573,0.834,0,1,1,0,1,1,0,1,1,1
951,31,11,1,78574,0.903,1,1,1,0,1,1,0,1,1,1
952,31,10,0,89968,1.033,0,0,0,1,1,1,0,1,1,1
953,31,9,0,95969,1.102,1,0,0,1,1,1,0,1,1,1
954,31,8,0,93073,1.069,0,1,0,1,1,1,0,1,1,1
955,31,7,0,99074,1.138,1,1,0,1,1,1,0,1,1,1
956,31,6,0,107968,1.240,0,0,1,1,1,1,0,1,1,1
957,31,5,0,113969,1.309,1,0,1,1,1,1,0,1,1,1
958,31,4,0,111073,1.276,0,1,1,1,1,1,0,1,1,1
959,31,3,0,117074,1.345,1,1,1,1,1,1,0,1,1,1
960,31,2,1,58115,0.668,0,0,0,0,0,0,1,1,1,1
961,31,1,1,64116,0.736,1,0,0,0,0,0,1,1,1,1
962,32,1,1,61220,0.703,0,1,0,0,0,0,1,1,1,1
963,32,2,1,67221,0.772,1,1,0,0,0,0,1,1,1,1
964,32,3,0,76115,0.874,0,0,1,0,0,0,1,1,1,1
965,32,4,0,82116,0.943,1,0,1,0,0,0,1,1,1,1
966,32,5,0,79220,0.910,0,1,1,0,0,0,1,1,1,1
967,32,6,0,85221,0.979,1,1,1,0,0,0,1,1,1,1
968,32,7,0,96615,1.110,0,0,0,1,0,0,1,1,1,1
969,32,8,0,102616,1.179,1,0,0,1,0,0,1,1,1,1
970,32,9,0,99720,1.145,0,1,0,1,0,0,1,1,1,1
971,32,10,0,105721,1.214,1,1,0,1,0,0,1,1,1,1
972,32,11,0,114615,1.316,0,0,1,1,0,0,1,1,1,1
973,32,12,0,120616,1.385,1,0,1,1,0,0,1,1,1,1
974,32,13,0,117720,1.352,0,1,1,1,0,0,1,1,1,1
975,32,14,0,123721,1.421,1,1,1,1,0,0,1,1,1,1
976,32,15,1,58301,0.670,0,0,0,0,1,0,1,1,1,1
977,32,16,1,64302,0.739,1,0,0,0,1,0,1,1,1,1
978,32,17,1,61406,0.705,0,1,0,0,1,0,1,1,1,1
979,32,18,1,67407,0.774,1,1,0,0,1,0,1,1,1,1
980,32,19,0,76301,0.876,0,0,1,0,1,0,1,1,1,1
981,32,20,0,82302,0.945,1,0,1,0,1,0,1,1,1,1
982,32,21,0,79406,0.912,0,1,1,0,1,0,1,1,1,1
983,32,22,0,85407,0.981,1,1,1,0,1,0,1,1,1,1
984,32,23,0,96801,1.112,0,0,0,1,1,0,1,1,1,1
985,32,24,0,102802,1.181,1,0,0,1,1,0,1,1,1,1
986,32,25,0,99906,1.148,0,1,0,1,1,0,1,1,1,1
987,32,26,0,105907,1.216,1,1,0,1,1,0,1,1,1,1
988,32,27,0,114801,1.319,0,0,1,1,1,0,1,1,1,1
989,32,28,0,120802,1.388,1,0,1,1,1,0,1,1,1,1
990,32,29,0,117906,1.354,0,1,1,1,1,0,1,1,1,1
991,32,30,0,123907,1.423,1,1,1,1,1,0,1,1,1,1
992,32,31,1,60102,0.690,0,0,0,0,0,1,1,1,1,1
993,32,32,1,66103,0.759,1,0,0,0,0,1,1,1,1,1
994,31,32,1,63207,0.726,0,1,0,0,0,1,1,1,1,1
995,30,32,1,69208,0.795,1,1,0,0,0,1,1,1,1,1
996,29,32,0,78102,0.897,0,0,1,0,0,1,1,1,1,1
997,28,32,0,84103,0.966,1,0,1,0,0,1,1,1,1,1
998,27,32,0,81207,0.933,0,1,1,0,0,1,1,1,1,1
999,26,32,0,87208,1.002,1,1,1,0,0,1,1,1,1,1
1000,25,32,0,98602,1.133,0,0,0,1,0,1,1,1,1,1
1001,24,32,0,104603,1.201,1,0,0,1,0,1,1,1,1,1
1002,23,32,0,101707,1.168,0,1,0,1,0,1,1,1,1,1
1003,22,32,0,107708,1.237,1,1,0,1,0,1,1,1,1,1
1004,21,32,0,116602,1.339,0,0,1,1,0,1,1,1,1,1
1005,20,32,0,122603,1.408,1,0,1,1,0,1,1,1,1,1
1006,19,32,0,119707,1.375,0,1,1,1,0,1,1,1,1,1
1007,18,32,0,125708,1.444,1,1,1,1,0,1,1,1,1,1
1008,17,32,1,60288,0.692,0,0,0,0,1,1,1,1,1,1
1009,16,32,1,66289,0.761,1,0,0,0,1,1,1,1,1,1
1010,15,32,1,63393,0.728,0,1,0,0,1,1,1,1,1,1
1011,14,32,1,69394,0.797,1,1,0,0,1,1,1,1,1,1
1012,13,32,0,78288,0.899,0,0,1,0,1,1,1,1,1,1
1013,12,32,0,84289,0.968,1,0,1,0,1,1,1,1,1,1
1014,11,32,0,81393,0.935,0,1,1,0,1,1,1,1,1,1
1015,10,32,0,87394,1.004,1,1,1,0,1,1,1,1,1,1
1016,9,32,0,98788,1.135,0,0,0,1,1,1,1,1,1,1
1017,8,32,0,104789,1.204,1,0,0,1,1,1,1,1,1,1
1018,7,32,0,101893,1.170,0,1,0,1,1,1,1,1,1,1
1019,6,32,0,107894,1.239,1,1,0,1,1,1,1,1,1,1
1020,5,32,0,116788,1.341,0,0,1,1,1,1,1,1,1,1
1021,4,32,0,122789,1.410,1,0,1,1,1,1,1,1,1,1
1022,3,32,0,119893,1.377,0,1,1,1,1,1,1,1,1,1
1023,2,32,0,125894,1.446,1,1,1,1,1,1,1,1,1,1
1024,1,32,1,0,0.000,0,0,0,0,0,0,0,0,0,0
